Reaction Coordinate,Energy (meV)
0.22950529,-474.60937670
0.22961330,-474.95766035
0.22972130,-475.30596881
0.22982930,-475.65430196
0.22993730,-476.00265966
0.23004531,-476.35104178
0.23015331,-476.69944820
0.23026131,-477.04787878
0.23036931,-477.39633339
0.23047732,-477.74481190
0.23058532,-478.09331418
0.23069332,-478.44184010
0.23080132,-478.79038953
0.23090933,-479.13896233
0.23101733,-479.48755838
0.23112533,-479.83617755
0.23123333,-480.18481970
0.23134134,-480.53348471
0.23144934,-480.88217244
0.23155734,-481.23088276
0.23166534,-481.57961554
0.23177335,-481.92837065
0.23188135,-482.27714797
0.23198935,-482.62594735
0.23209735,-482.97476867
0.23220536,-483.32361180
0.23231336,-483.67247661
0.23242136,-484.02136297
0.23252936,-484.37027073
0.23263737,-484.71919979
0.23274537,-485.06815000
0.23285337,-485.41712123
0.23296137,-485.76611335
0.23306938,-486.11512624
0.23317738,-486.46415976
0.23328538,-486.81321377
0.23339338,-487.16228816
0.23350139,-487.51138279
0.23360939,-487.86049752
0.23371739,-488.20963223
0.23382539,-488.55878678
0.23393340,-488.90796106
0.23404140,-489.25715491
0.23414940,-489.60636822
0.23425740,-489.95560086
0.23436541,-490.30485269
0.23447341,-490.65412357
0.23458141,-491.00341339
0.23468941,-491.35272201
0.23479742,-491.70204930
0.23490542,-492.05139513
0.23501342,-492.40075936
0.23512142,-492.75014188
0.23522943,-493.09954254
0.23533743,-493.44896121
0.23544543,-493.79839777
0.23555343,-494.14785208
0.23566144,-494.49732402
0.23576944,-494.84681345
0.23587744,-495.19632024
0.23598544,-495.54584426
0.23609345,-495.89538538
0.23620145,-496.24494347
0.23630945,-496.59451840
0.23641745,-496.94411003
0.23652546,-497.29371825
0.23663346,-497.64334291
0.23674146,-497.99298388
0.23684946,-498.34264104
0.23695747,-498.69231426
0.23706547,-499.04200340
0.23717347,-499.39170833
0.23728147,-499.74142892
0.23738948,-500.09116504
0.23749748,-500.44091656
0.23760548,-500.79068335
0.23771348,-501.14046528
0.23782149,-501.49026222
0.23792949,-501.84007404
0.23803749,-502.18990060
0.23814549,-502.53974178
0.23825350,-502.88959744
0.23836150,-503.23946745
0.23846950,-503.58935169
0.23857750,-503.93925002
0.23868551,-504.28916231
0.23879351,-504.63908844
0.23890151,-504.98902826
0.23900951,-505.33898165
0.23911752,-505.68894848
0.23922552,-506.03892862
0.23933352,-506.38892194
0.23944152,-506.73892830
0.23954953,-507.08894757
0.23965753,-507.43897964
0.23976553,-507.78902435
0.23987353,-508.13908159
0.23998154,-508.48915122
0.24008954,-508.83923311
0.24019754,-509.18932714
0.24030554,-509.53943316
0.24041355,-509.88955105
0.24052155,-510.23968068
0.24062955,-510.58982192
0.24073755,-510.93997464
0.24084556,-511.29013870
0.24095356,-511.64031397
0.24106156,-511.99050033
0.24116956,-512.34069765
0.24127757,-512.69090579
0.24138557,-513.04112462
0.24149357,-513.39135401
0.24160157,-513.74159383
0.24170958,-514.09184396
0.24181758,-514.44210425
0.24192558,-514.79237458
0.24203358,-515.14265482
0.24214159,-515.49294483
0.24224959,-515.84324449
0.24235759,-516.19355367
0.24246559,-516.54387223
0.24257360,-516.89420004
0.24268160,-517.24453698
0.24278960,-517.59488291
0.24289760,-517.94523770
0.24300561,-518.29560122
0.24311361,-518.64597334
0.24322161,-518.99635393
0.24332961,-519.34674286
0.24343762,-519.69714000
0.24354562,-520.04754521
0.24365362,-520.39795837
0.24376162,-520.74837935
0.24386963,-521.09880800
0.24397763,-521.44924422
0.24408563,-521.79968785
0.24419363,-522.15013878
0.24430164,-522.50059687
0.24440964,-522.85106199
0.24451764,-523.20153401
0.24462564,-523.55201280
0.24473365,-523.90249823
0.24484165,-524.25299016
0.24494965,-524.60348847
0.24505765,-524.95399303
0.24516566,-525.30450370
0.24527366,-525.65502036
0.24538166,-526.00554287
0.24548966,-526.35607111
0.24559767,-526.70660493
0.24570567,-527.05714422
0.24581367,-527.40768884
0.24592167,-527.75823865
0.24602968,-528.10879354
0.24613768,-528.45935337
0.24624568,-528.80991800
0.24635368,-529.16048731
0.24646169,-529.51106116
0.24656969,-529.86163943
0.24667769,-530.21222199
0.24678569,-530.56280870
0.24689370,-530.91339943
0.24700170,-531.26399405
0.24710970,-531.61459244
0.24721770,-531.96519445
0.24732571,-532.31579997
0.24743371,-532.66640885
0.24754171,-533.01702097
0.24764971,-533.36763620
0.24775772,-533.71825441
0.24786572,-534.06887546
0.24797372,-534.41949923
0.24808172,-534.77012558
0.24818973,-535.12075438
0.24829773,-535.47138551
0.24840573,-535.82201883
0.24851373,-536.17265421
0.24862174,-536.52329152
0.24872974,-536.87393064
0.24883774,-537.22457142
0.24894574,-537.57521374
0.24905375,-537.92585746
0.24916175,-538.27650246
0.24926975,-538.62714861
0.24937775,-538.97779578
0.24948576,-539.32844382
0.24959376,-539.67909263
0.24970176,-540.02974205
0.24980976,-540.38039197
0.24991777,-540.73104224
0.25002577,-541.08169275
0.25013377,-541.43234336
0.25024177,-541.78299394
0.25034978,-542.13364435
0.25045778,-542.48429447
0.25056578,-542.83494417
0.25067378,-543.18559332
0.25078179,-543.53624178
0.25088979,-543.88688942
0.25099779,-544.23753612
0.25110579,-544.58818174
0.25121380,-544.93882615
0.25132180,-545.28946922
0.25142980,-545.64011083
0.25153780,-545.99075083
0.25164581,-546.34138910
0.25175381,-546.69202551
0.25186181,-547.04265993
0.25196981,-547.39329222
0.25207781,-547.74392226
0.25218582,-548.09454992
0.25229382,-548.44517506
0.25240182,-548.79579755
0.25250982,-549.14641727
0.25261783,-549.49703407
0.25272583,-549.84764784
0.25283383,-550.19825844
0.25294183,-550.54886574
0.25304984,-550.89946960
0.25315784,-551.25006991
0.25326584,-551.60066652
0.25337384,-551.95125931
0.25348185,-552.30184815
0.25358985,-552.65243289
0.25369785,-553.00301343
0.25380585,-553.35358962
0.25391386,-553.70416133
0.25402186,-554.05472843
0.25412986,-554.40529079
0.25423786,-554.75584828
0.25434587,-555.10640078
0.25445387,-555.45694814
0.25456187,-555.80749024
0.25466987,-556.15802694
0.25477788,-556.50855813
0.25488588,-556.85908366
0.25499388,-557.20960340
0.25510188,-557.56011723
0.25520989,-557.91062501
0.25531789,-558.26112661
0.25542589,-558.61162191
0.25553389,-558.96211076
0.25564190,-559.31259305
0.25574990,-559.66306864
0.25585790,-560.01353739
0.25596590,-560.36399919
0.25607391,-560.71445389
0.25618191,-561.06490136
0.25628991,-561.41534149
0.25639791,-561.76577412
0.25650592,-562.11619914
0.25661392,-562.46661642
0.25672192,-562.81702582
0.25682992,-563.16742721
0.25693793,-563.51782046
0.25704593,-563.86820544
0.25715393,-564.21858202
0.25726193,-564.56895006
0.25736994,-564.91930945
0.25747794,-565.26966004
0.25758594,-565.62000171
0.25769394,-565.97033433
0.25780195,-566.32065776
0.25790995,-566.67097187
0.25801795,-567.02127654
0.25812595,-567.37157163
0.25823396,-567.72185701
0.25834196,-568.07213256
0.25844996,-568.42239813
0.25855796,-568.77265360
0.25866597,-569.12289884
0.25877397,-569.47313372
0.25888197,-569.82335811
0.25898997,-570.17357187
0.25909798,-570.52377488
0.25920598,-570.87396700
0.25931398,-571.22414811
0.25942198,-571.57431807
0.25952999,-571.92447675
0.25963799,-572.27462402
0.25974599,-572.62475976
0.25985399,-572.97488383
0.25996200,-573.32499609
0.26007000,-573.67509642
0.26017800,-574.02518469
0.26028600,-574.37526077
0.26039401,-574.72532453
0.26050201,-575.07537583
0.26061001,-575.42541454
0.26071801,-575.77544054
0.26082602,-576.12545369
0.26093402,-576.47545387
0.26104202,-576.82544093
0.26115002,-577.17541476
0.26125803,-577.52537522
0.26136603,-577.87532217
0.26147403,-578.22525550
0.26158203,-578.57517506
0.26169004,-578.92508073
0.26179804,-579.27497237
0.26190604,-579.62484987
0.26201404,-579.97471307
0.26212205,-580.32456186
0.26223005,-580.67439611
0.26233805,-581.02421567
0.26244605,-581.37402043
0.26255406,-581.72381025
0.26266206,-582.07358499
0.26277006,-582.42334454
0.26287806,-582.77308876
0.26298607,-583.12281751
0.26309407,-583.47253067
0.26320207,-583.82222811
0.26331007,-584.17190969
0.26341808,-584.52157529
0.26352608,-584.87122477
0.26363408,-585.22085800
0.26374208,-585.57047486
0.26385009,-585.92007520
0.26395809,-586.26965891
0.26406609,-586.61922585
0.26417409,-586.96877589
0.26428210,-587.31830890
0.26439010,-587.66782474
0.26449810,-588.01732329
0.26460610,-588.36680442
0.26471411,-588.71626799
0.26482211,-589.06571388
0.26493011,-589.41514195
0.26503811,-589.76455207
0.26514612,-590.11394412
0.26525412,-590.46331795
0.26536212,-590.81267345
0.26547012,-591.16201048
0.26557813,-591.51132891
0.26568613,-591.86062861
0.26579413,-592.20990944
0.26590213,-592.55917128
0.26601014,-592.90841400
0.26611814,-593.25763746
0.26622614,-593.60684154
0.26633414,-593.95602610
0.26644215,-594.30519101
0.26655015,-594.65433614
0.26665815,-595.00346137
0.26676615,-595.35256656
0.26687416,-595.70165158
0.26698216,-596.05071629
0.26709016,-596.39976058
0.26719816,-596.74878430
0.26730617,-597.09778733
0.26741417,-597.44676954
0.26752217,-597.79573079
0.26763017,-598.14467096
0.26773818,-598.49358990
0.26784618,-598.84248751
0.26795418,-599.19136363
0.26806218,-599.54021815
0.26817019,-599.88905092
0.26827819,-600.23786183
0.26838619,-600.58665074
0.26849419,-600.93541751
0.26860220,-601.28416202
0.26871020,-601.63288414
0.26881820,-601.98158374
0.26892620,-602.33026068
0.26903421,-602.67891483
0.26914221,-603.02754607
0.26925021,-603.37615426
0.26935821,-603.72473927
0.26946622,-604.07330098
0.26957422,-604.42183924
0.26968222,-604.77035394
0.26979022,-605.11884493
0.26989823,-605.46731209
0.27000623,-605.81575529
0.27011423,-606.16417440
0.27022223,-606.51256928
0.27033024,-606.86093981
0.27043824,-607.20928585
0.27054624,-607.55760728
0.27065424,-607.90590395
0.27076225,-608.25417576
0.27087025,-608.60242255
0.27097825,-608.95064420
0.27108625,-609.29884058
0.27119426,-609.64701156
0.27130226,-609.99515701
0.27141026,-610.34327680
0.27151826,-610.69137080
0.27162627,-611.03943887
0.27173427,-611.38748088
0.27184227,-611.73549671
0.27195027,-612.08348622
0.27205828,-612.43144929
0.27216628,-612.77938578
0.27227428,-613.12729556
0.27238228,-613.47517850
0.27249029,-613.82303447
0.27259829,-614.17086333
0.27270629,-614.51866497
0.27281429,-614.86643925
0.27292230,-615.21418603
0.27303030,-615.56190518
0.27313830,-615.90959659
0.27324630,-616.25726010
0.27335431,-616.60489560
0.27346231,-616.95250295
0.27357031,-617.30008203
0.27367831,-617.64763270
0.27378632,-617.99515482
0.27389432,-618.34264828
0.27400232,-618.69011293
0.27411032,-619.03754866
0.27421833,-619.38495532
0.27432633,-619.73233278
0.27443433,-620.07968093
0.27454233,-620.42699962
0.27465034,-620.77428872
0.27475834,-621.12154810
0.27486634,-621.46877764
0.27497434,-621.81597720
0.27508235,-622.16314666
0.27519035,-622.51028587
0.27529835,-622.85739471
0.27540635,-623.20447305
0.27551436,-623.55152076
0.27562236,-623.89853771
0.27573036,-624.24552376
0.27583836,-624.59247879
0.27594637,-624.93940266
0.27605437,-625.28629525
0.27616237,-625.63315642
0.27627037,-625.97998605
0.27637838,-626.32678400
0.27648638,-626.67355013
0.27659438,-627.02028433
0.27670238,-627.36698646
0.27681039,-627.71365638
0.27691839,-628.06029398
0.27702639,-628.40689911
0.27713439,-628.75347165
0.27724240,-629.10001146
0.27735040,-629.44651842
0.27745840,-629.79299240
0.27756640,-630.13943325
0.27767441,-630.48584086
0.27778241,-630.83221509
0.27789041,-631.17855582
0.27799841,-631.52486290
0.27810642,-631.87113621
0.27821442,-632.21737562
0.27832242,-632.56358100
0.27843042,-632.90975222
0.27853843,-633.25588914
0.27864643,-633.60199164
0.27875443,-633.94805958
0.27886243,-634.29409284
0.27897044,-634.64009128
0.27907844,-634.98605478
0.27918644,-635.33198319
0.27929444,-635.67787640
0.27940245,-636.02373427
0.27951045,-636.36955666
0.27961845,-636.71534346
0.27972645,-637.06109452
0.27983446,-637.40680972
0.27994246,-637.75248893
0.28005046,-638.09813201
0.28015846,-638.44373884
0.28026647,-638.78930928
0.28037447,-639.13484321
0.28048247,-639.48034049
0.28059047,-639.82580099
0.28069848,-640.17122458
0.28080648,-640.51661113
0.28091448,-640.86196051
0.28102248,-641.20727259
0.28113049,-641.55254724
0.28123849,-641.89778432
0.28134649,-642.24298371
0.28145449,-642.58814528
0.28156250,-642.93326889
0.28167050,-643.27835441
0.28177850,-643.62340172
0.28188650,-643.96841068
0.28199451,-644.31338117
0.28210251,-644.65831304
0.28221051,-645.00320618
0.28231851,-645.34806044
0.28242652,-645.69287570
0.28253452,-646.03765183
0.28264252,-646.38238870
0.28275052,-646.72708617
0.28285853,-647.07174412
0.28296653,-647.41636242
0.28307453,-647.76094092
0.28318253,-648.10547952
0.28329054,-648.44997806
0.28339854,-648.79443643
0.28350654,-649.13885448
0.28361454,-649.48323210
0.28372254,-649.82756915
0.28383055,-650.17186549
0.28393855,-650.51612100
0.28404655,-650.86033555
0.28415455,-651.20450901
0.28426256,-651.54864124
0.28437056,-651.89273212
0.28447856,-652.23678151
0.28458656,-652.58078928
0.28469457,-652.92475531
0.28480257,-653.26867946
0.28491057,-653.61256159
0.28501857,-653.95640159
0.28512658,-654.30019932
0.28523458,-654.64395465
0.28534258,-654.98766744
0.28545058,-655.33133757
0.28555859,-655.67496491
0.28566659,-656.01854933
0.28577459,-656.36209068
0.28588259,-656.70558886
0.28599060,-657.04904371
0.28609860,-657.39245512
0.28620660,-657.73582295
0.28631460,-658.07914707
0.28642261,-658.42242735
0.28653061,-658.76566366
0.28663861,-659.10885587
0.28674661,-659.45200384
0.28685462,-659.79510746
0.28696262,-660.13816658
0.28707062,-660.48118107
0.28717862,-660.82415081
0.28728663,-661.16707566
0.28739463,-661.50995550
0.28750263,-661.85279019
0.28761063,-662.19557960
0.28771864,-662.53832360
0.28782664,-662.88102206
0.28793464,-663.22367485
0.28804264,-663.56628184
0.28815065,-663.90884290
0.28825865,-664.25135789
0.28836665,-664.59382669
0.28847465,-664.93624917
0.28858266,-665.27862519
0.28869066,-665.62095462
0.28879866,-665.96323734
0.28890666,-666.30547321
0.28901467,-666.64766210
0.28912267,-666.98980388
0.28923067,-667.33189843
0.28933867,-667.67394560
0.28944668,-668.01594527
0.28955468,-668.35789730
0.28966268,-668.69980158
0.28977068,-669.04165796
0.28987869,-669.38346631
0.28998669,-669.72522651
0.29009469,-670.06693843
0.29020269,-670.40860192
0.29031070,-670.75021687
0.29041870,-671.09178314
0.29052670,-671.43330061
0.29063470,-671.77476913
0.29074271,-672.11618858
0.29085071,-672.45755883
0.29095871,-672.79887974
0.29106671,-673.14015120
0.29117472,-673.48137306
0.29128272,-673.82254519
0.29139072,-674.16366747
0.29149872,-674.50473977
0.29160673,-674.84576194
0.29171473,-675.18673387
0.29182273,-675.52765542
0.29193073,-675.86852646
0.29203874,-676.20934686
0.29214674,-676.55011649
0.29225474,-676.89083522
0.29236274,-677.23150292
0.29247075,-677.57211945
0.29257875,-677.91268469
0.29268675,-678.25319850
0.29279475,-678.59366076
0.29290276,-678.93407134
0.29301076,-679.27443009
0.29311876,-679.61473690
0.29322676,-679.95499163
0.29333477,-680.29519415
0.29344277,-680.63534433
0.29355077,-680.97544203
0.29365877,-681.31548714
0.29376678,-681.65547952
0.29387478,-681.99541903
0.29398278,-682.33530555
0.29409078,-682.67513894
0.29419879,-683.01491907
0.29430679,-683.35464583
0.29441479,-683.69431906
0.29452279,-684.03393865
0.29463080,-684.37350445
0.29473880,-684.71301635
0.29484680,-685.05247421
0.29495480,-685.39187789
0.29506281,-685.73122728
0.29517081,-686.07052223
0.29527881,-686.40976262
0.29538681,-686.74894832
0.29549482,-687.08807919
0.29560282,-687.42715510
0.29571082,-687.76617593
0.29581882,-688.10514154
0.29592683,-688.44405181
0.29603483,-688.78290659
0.29614283,-689.12170577
0.29625083,-689.46044920
0.29635884,-689.79913677
0.29646684,-690.13776833
0.29657484,-690.47634376
0.29668284,-690.81486292
0.29679085,-691.15332570
0.29689885,-691.49173194
0.29700685,-691.83008154
0.29711485,-692.16837434
0.29722286,-692.50661023
0.29733086,-692.84478907
0.29743886,-693.18291073
0.29754686,-693.52097509
0.29765487,-693.85898200
0.29776287,-694.19693134
0.29787087,-694.53482298
0.29797887,-694.87265679
0.29808688,-695.21043263
0.29819488,-695.54815038
0.29830288,-695.88580990
0.29841088,-696.22341107
0.29851889,-696.56095375
0.29862689,-696.89843782
0.29873489,-697.23586314
0.29884289,-697.57322958
0.29895090,-697.91053700
0.29905890,-698.24778529
0.29916690,-698.58497431
0.29927490,-698.92210393
0.29938291,-699.25917401
0.29949091,-699.59618443
0.29959891,-699.93313506
0.29970691,-700.27002576
0.29981492,-700.60685640
0.29992292,-700.94362686
0.30003092,-701.28033700
0.30013892,-701.61698669
0.30024693,-701.95357581
0.30035493,-702.29010421
0.30046293,-702.62657178
0.30057093,-702.96297837
0.30067894,-703.29932386
0.30078694,-703.63560812
0.30089494,-703.97183102
0.30100294,-704.30799242
0.30111095,-704.64409219
0.30121895,-704.98013021
0.30132695,-705.31610635
0.30143495,-705.65202047
0.30154296,-705.98787243
0.30165096,-706.32366212
0.30175896,-706.65938940
0.30186696,-706.99505414
0.30197497,-707.33065621
0.30208297,-707.66619548
0.30219097,-708.00167181
0.30229897,-708.33708508
0.30240698,-708.67243516
0.30251498,-709.00772191
0.30262298,-709.34294521
0.30273098,-709.67810492
0.30283899,-710.01320091
0.30294699,-710.34823305
0.30305499,-710.68320122
0.30316299,-711.01810527
0.30327100,-711.35294509
0.30337900,-711.68772053
0.30348700,-712.02243147
0.30359500,-712.35707778
0.30370301,-712.69165932
0.30381101,-713.02617597
0.30391901,-713.36062760
0.30402701,-713.69501407
0.30413502,-714.02933525
0.30424302,-714.36359102
0.30435102,-714.69778124
0.30445902,-715.03190578
0.30456703,-715.36596451
0.30467503,-715.69995729
0.30478303,-716.03388401
0.30489103,-716.36774453
0.30499904,-716.70153871
0.30510704,-717.03526643
0.30521504,-717.36892755
0.30532304,-717.70252195
0.30543105,-718.03604950
0.30553905,-718.36951006
0.30564705,-718.70290349
0.30575505,-719.03622969
0.30586306,-719.36948850
0.30597106,-719.70267980
0.30607906,-720.03580346
0.30618706,-720.36885936
0.30629507,-720.70184734
0.30640307,-721.03476730
0.30651107,-721.36761909
0.30661907,-721.70040259
0.30672708,-722.03311766
0.30683508,-722.36576418
0.30694308,-722.69834201
0.30705108,-723.03085102
0.30715909,-723.36329109
0.30726709,-723.69566208
0.30737509,-724.02796385
0.30748309,-724.36019629
0.30759110,-724.69235925
0.30769910,-725.02445261
0.30780710,-725.35647624
0.30791510,-725.68843001
0.30802311,-726.02031378
0.30813111,-726.35212742
0.30823911,-726.68387081
0.30834711,-727.01554382
0.30845512,-727.34714630
0.30856312,-727.67867814
0.30867112,-728.01013920
0.30877912,-728.34152935
0.30888713,-728.67284845
0.30899513,-729.00409639
0.30910313,-729.33527303
0.30921113,-729.66637823
0.30931914,-729.99741186
0.30942714,-730.32837381
0.30953514,-730.65926393
0.30964314,-730.99008209
0.30975115,-731.32082816
0.30985915,-731.65150202
0.30996715,-731.98210353
0.31007515,-732.31263256
0.31018316,-732.64308898
0.31029116,-732.97347266
0.31039916,-733.30378347
0.31050716,-733.63402128
0.31061517,-733.96418595
0.31072317,-734.29427736
0.31083117,-734.62429537
0.31093917,-734.95423986
0.31104718,-735.28411070
0.31115518,-735.61390774
0.31126318,-735.94363087
0.31137118,-736.27327995
0.31147919,-736.60285486
0.31158719,-736.93235545
0.31169519,-737.26178160
0.31180319,-737.59113318
0.31191120,-737.92041006
0.31201920,-738.24961210
0.31212720,-738.57873918
0.31223520,-738.90779117
0.31234321,-739.23676793
0.31245121,-739.56566933
0.31255921,-739.89449525
0.31266721,-740.22324555
0.31277522,-740.55192010
0.31288322,-740.88051877
0.31299122,-741.20904144
0.31309922,-741.53748796
0.31320723,-741.86585821
0.31331523,-742.19415206
0.31342323,-742.52236937
0.31353123,-742.85051002
0.31363924,-743.17857388
0.31374724,-743.50656081
0.31385524,-743.83447069
0.31396324,-744.16230338
0.31407125,-744.49005875
0.31417925,-744.81773667
0.31428725,-745.14533701
0.31439525,-745.47285964
0.31450326,-745.80030444
0.31461126,-746.12767126
0.31471926,-746.45495998
0.31482726,-746.78217046
0.31493527,-747.10930258
0.31504327,-747.43635621
0.31515127,-747.76333121
0.31525927,-748.09022745
0.31536727,-748.41704481
0.31547528,-748.74378315
0.31558328,-749.07044235
0.31569128,-749.39702226
0.31579928,-749.72352276
0.31590729,-750.04994372
0.31601529,-750.37628501
0.31612329,-750.70254650
0.31623129,-751.02872805
0.31633930,-751.35482955
0.31644730,-751.68085084
0.31655530,-752.00679181
0.31666330,-752.33265233
0.31677131,-752.65843225
0.31687931,-752.98413146
0.31698731,-753.30974983
0.31709531,-753.63528721
0.31720332,-753.96074348
0.31731132,-754.28611851
0.31741932,-754.61141217
0.31752732,-754.93662433
0.31763533,-755.26175485
0.31774333,-755.58680361
0.31785133,-755.91177047
0.31795933,-756.23665531
0.31806734,-756.56145800
0.31817534,-756.88617839
0.31828334,-757.21081637
0.31839134,-757.53537180
0.31849935,-757.85984455
0.31860735,-758.18423449
0.31871535,-758.50854149
0.31882335,-758.83276542
0.31893136,-759.15690614
0.31903936,-759.48096354
0.31914736,-759.80493746
0.31925536,-760.12882780
0.31936337,-760.45263441
0.31947137,-760.77635716
0.31957937,-761.09999592
0.31968737,-761.42355057
0.31979538,-761.74702097
0.31990338,-762.07040698
0.32001138,-762.39370849
0.32011938,-762.71692536
0.32022739,-763.04005746
0.32033539,-763.36310465
0.32044339,-763.68606681
0.32055139,-764.00894380
0.32065940,-764.33173551
0.32076740,-764.65444178
0.32087540,-764.97706250
0.32098340,-765.29959753
0.32109141,-765.62204675
0.32119941,-765.94441001
0.32130741,-766.26668720
0.32141541,-766.58887817
0.32152342,-766.91098281
0.32163142,-767.23300097
0.32173942,-767.55493253
0.32184742,-767.87677736
0.32195543,-768.19853532
0.32206343,-768.52020629
0.32217143,-768.84179013
0.32227943,-769.16328672
0.32238744,-769.48469592
0.32249544,-769.80601760
0.32260344,-770.12725163
0.32271144,-770.44839788
0.32281945,-770.76945623
0.32292745,-771.09042653
0.32303545,-771.41130866
0.32314345,-771.73210249
0.32325146,-772.05280788
0.32335946,-772.37342471
0.32346746,-772.69395284
0.32357546,-773.01439215
0.32368347,-773.33474251
0.32379147,-773.65500377
0.32389947,-773.97517582
0.32400747,-774.29525852
0.32411548,-774.61525174
0.32422348,-774.93515535
0.32433148,-775.25496921
0.32443948,-775.57469321
0.32454749,-775.89432720
0.32465549,-776.21387106
0.32476349,-776.53332466
0.32487149,-776.85268786
0.32497950,-777.17196054
0.32508750,-777.49114255
0.32519550,-777.81023379
0.32530350,-778.12923410
0.32541151,-778.44814336
0.32551951,-778.76696145
0.32562751,-779.08568822
0.32573551,-779.40432356
0.32584352,-779.72286732
0.32595152,-780.04131938
0.32605952,-780.35967960
0.32616752,-780.67794786
0.32627553,-780.99612403
0.32638353,-781.31420797
0.32649153,-781.63219956
0.32659953,-781.95009865
0.32670754,-782.26790513
0.32681554,-782.58561886
0.32692354,-782.90323971
0.32703154,-783.22076755
0.32713955,-783.53820225
0.32724755,-783.85554368
0.32735555,-784.17279170
0.32746355,-784.48994619
0.32757156,-784.80700702
0.32767956,-785.12397405
0.32778756,-785.44084715
0.32789556,-785.75762620
0.32800357,-786.07431106
0.32811157,-786.39090161
0.32821957,-786.70739770
0.32832757,-787.02379922
0.32843558,-787.34010602
0.32854358,-787.65631799
0.32865158,-787.97243498
0.32875958,-788.28845687
0.32886759,-788.60438352
0.32897559,-788.92021481
0.32908359,-789.23595061
0.32919159,-789.55159078
0.32929960,-789.86713519
0.32940760,-790.18258372
0.32951560,-790.49793622
0.32962360,-790.81319258
0.32973161,-791.12835266
0.32983961,-791.44341633
0.32994761,-791.75838346
0.33005561,-792.07325391
0.33016362,-792.38802756
0.33027162,-792.70270428
0.33037962,-793.01728394
0.33048762,-793.33176640
0.33059563,-793.64615153
0.33070363,-793.96043921
0.33081163,-794.27462930
0.33091963,-794.58872167
0.33102764,-794.90271619
0.33113564,-795.21661273
0.33124364,-795.53041117
0.33135164,-795.84411136
0.33145965,-796.15771318
0.33156765,-796.47121649
0.33167565,-796.78462117
0.33178365,-797.09792709
0.33189166,-797.41113411
0.33199966,-797.72424211
0.33210766,-798.03725095
0.33221566,-798.35016050
0.33232367,-798.66297064
0.33243167,-798.97568122
0.33253967,-799.28829213
0.33264767,-799.60080322
0.33275568,-799.91321438
0.33286368,-800.22552546
0.33297168,-800.53773634
0.33307968,-800.84984688
0.33318769,-801.16185696
0.33329569,-801.47376645
0.33340369,-801.78557521
0.33351169,-802.09728311
0.33361970,-802.40889002
0.33372770,-802.72039582
0.33383570,-803.03180037
0.33394370,-803.34310354
0.33405171,-803.65430519
0.33415971,-803.96540521
0.33426771,-804.27640345
0.33437571,-804.58729980
0.33448372,-804.89809410
0.33459172,-805.20878625
0.33469972,-805.51937609
0.33480772,-805.82986351
0.33491573,-806.14024838
0.33502373,-806.45053056
0.33513173,-806.76070991
0.33523973,-807.07078632
0.33534774,-807.38075965
0.33545574,-807.69062977
0.33556374,-808.00039655
0.33567174,-808.31005986
0.33577975,-808.61961956
0.33588775,-808.92907553
0.33599575,-809.23842763
0.33610375,-809.54767574
0.33621176,-809.85681972
0.33631976,-810.16585945
0.33642776,-810.47479479
0.33653576,-810.78362561
0.33664377,-811.09235178
0.33675177,-811.40097317
0.33685977,-811.70948965
0.33696777,-812.01790109
0.33707578,-812.32620736
0.33718378,-812.63440832
0.33729178,-812.94250385
0.33739978,-813.25049381
0.33750779,-813.55837808
0.33761579,-813.86615653
0.33772379,-814.17382902
0.33783179,-814.48139541
0.33793980,-814.78885560
0.33804780,-815.09620943
0.33815580,-815.40345678
0.33826380,-815.71059752
0.33837181,-816.01763152
0.33847981,-816.32455865
0.33858781,-816.63137877
0.33869581,-816.93809176
0.33880382,-817.24469749
0.33891182,-817.55119582
0.33901982,-817.85758662
0.33912782,-818.16386977
0.33923583,-818.47004513
0.33934383,-818.77611257
0.33945183,-819.08207196
0.33955983,-819.38792317
0.33966784,-819.69366607
0.33977584,-819.99930053
0.33988384,-820.30482642
0.33999184,-820.61024361
0.34009985,-820.91555196
0.34020785,-821.22075134
0.34031585,-821.52584163
0.34042385,-821.83082270
0.34053186,-822.13569440
0.34063986,-822.44045662
0.34074786,-822.74510922
0.34085586,-823.04965207
0.34096387,-823.35408505
0.34107187,-823.65840801
0.34117987,-823.96262082
0.34128787,-824.26672337
0.34139588,-824.57071551
0.34150388,-824.87459712
0.34161188,-825.17836807
0.34171988,-825.48202822
0.34182789,-825.78557744
0.34193589,-826.08901561
0.34204389,-826.39234259
0.34215189,-826.69555825
0.34225990,-826.99866246
0.34236790,-827.30165509
0.34247590,-827.60453601
0.34258390,-827.90730509
0.34269191,-828.20996219
0.34279991,-828.51250719
0.34290791,-828.81493996
0.34301591,-829.11726037
0.34312392,-829.41946827
0.34323192,-829.72156356
0.34333992,-830.02354608
0.34344792,-830.32541572
0.34355593,-830.62717234
0.34366393,-830.92881580
0.34377193,-831.23034599
0.34387993,-831.53176277
0.34398794,-831.83306601
0.34409594,-832.13425557
0.34420394,-832.43533133
0.34431194,-832.73629316
0.34441995,-833.03714092
0.34452795,-833.33787449
0.34463595,-833.63849373
0.34474395,-833.93899851
0.34485196,-834.23938870
0.34495996,-834.53966418
0.34506796,-834.83982481
0.34517596,-835.13987046
0.34528397,-835.43980099
0.34539197,-835.73961629
0.34549997,-836.03931621
